"id","reference","title","createdAt","publishedAt","updatedAt","trashed","trashedStatus","authorId","authorType","authorZipCode","QUXVlc3Rpb246MTA3 - En qui faites-vous le plus confiance pour vous faire représenter dans la société et pourquoi ?","QUXVlc3Rpb246MTA4 - En dehors des élus politiques, faut-il donner un rôle plus important aux associations et aux organisations syndicales et professionnelles ?","QUXVlc3Rpb246MTA5 - Si oui, à quel type d'associations ou d'organisations ? Et avec quel rôle ?","QUXVlc3Rpb246MTEw - Que faudrait-il faire pour renouer le lien entre les citoyens et les élus qui les représentent ?","QUXVlc3Rpb246MTEx - Le non-cumul des mandats instauré en 2017 pour les parlementaires (députés et sénateurs) est :","QUXVlc3Rpb246MTEy - Pourquoi ?","QUXVlc3Rpb246MTEz - Que faudrait-il faire pour mieux représenter les différentes sensibilités politiques ?","QUXVlc3Rpb246MTE0 - Pensez-vous qu'il serait souhaitable de réduire le nombre d'élus (hors députés et sénateurs) ?","QUXVlc3Rpb246MTE1 - Si oui, lesquels ?","QUXVlc3Rpb246MTE2 - Que pensez-vous de la participation des citoyens aux élections et comment les inciter à y participer davantage ?","QUXVlc3Rpb246MTE3 - Faut-il prendre en compte le vote blanc ?","QUXVlc3Rpb246MTE4 - Si oui, de quelle manière ?","QUXVlc3Rpb246MTE5 - Que faudrait-il faire aujourd'hui pour mieux associer les citoyens aux grandes orientations et à la décision publique ? Comment mettre en place une démocratie plus participative ?","QUXVlc3Rpb246MTIw - Faut-il faciliter le déclenchement du référendum d'initiative partagée (le RIP est organisé à l'initiative de membres du Parlement soutenu par une partie du corps électoral) qui est applicable depuis 2015 ?","QUXVlc3Rpb246MTIx - Si oui, comment ?","QUXVlc3Rpb246MTIy - Que faudrait-il faire pour consulter plus directement les citoyens sur l'utilisation de l'argent public, par l'Etat et les collectivités ?","QUXVlc3Rpb246MTIz - Quel rôle nos assemblées, dont le Sénat et le Conseil économique, social et environnemental, doivent-elles jouer pour représenter nos territoires et la société civile ?","QUXVlc3Rpb246MTI0 - Faut-il les transformer ?","QUXVlc3Rpb246MTI1 - Si oui, comment ?","QUXVlc3Rpb246MTI3 - Que proposez-vous pour renforcer les principes de la laïcité dans le rapport entre l'Etat et les religions de notre pays ?","QUXVlc3Rpb246MTI4 - Comment garantir le respect par tous de la compréhension réciproque et des valeurs intangibles de la République ?","QUXVlc3Rpb246MTI5 - Que faudrait-il faire aujourd'hui pour renforcer l'engagement citoyen dans la société ?","QUXVlc3Rpb246MTMw - Quels sont les comportements civiques qu'il faut promouvoir dans notre vie quotidienne ou collective ?","QUXVlc3Rpb246MTMx - Que faudrait-il faire pour favoriser le développement de ces comportements civiques et par quels engagements concrets chacun peut-il y participer ?","QUXVlc3Rpb246MTMy - Que faudrait-il faire pour valoriser l'engagement citoyen dans les parcours de vie, dans les relations avec l'administration et les pouvoirs publics ?","QUXVlc3Rpb246MTMz - Quelles sont les incivilités les plus pénibles dans la vie quotidienne et que faudrait-il faire pour lutter contre ces incivilités ?","QUXVlc3Rpb246MTM0 - Que peuvent et doivent faire les pouvoirs publics pour répondre aux incivilités ?","QUXVlc3Rpb246MTM1 - Quel pourrait être le rôle de chacun pour faire reculer les incivilités dans la société ?","QUXVlc3Rpb246MTM2 - Quelles sont les discriminations les plus répandues dont vous êtes témoin ou victime ?","QUXVlc3Rpb246MTM3 - Que faudrait-il faire pour lutter contre ces discriminations et construire une société plus solidaire et plus tolérante ?","QUXVlc3Rpb246MTM4 - Pensez-vous qu'il faille instaurer des contreparties aux différentes allocations de solidarité ?","QUXVlc3Rpb246MTM5 - Si oui, lesquelles ?","QUXVlc3Rpb246MTQx - Que pensez-vous de la situation de l'immigration en France aujourd'hui et de la politique migratoire ? Quelles sont, selon vous, les critères à mettre en place pour définir la politique migratoire ?","QUXVlc3Rpb246MTQy - En matière d'immigration, une fois nos obligations d'asile remplies, souhaitez-vous que nous puissions nous fixer des objectifs annuels définis par le Parlement ?","QUXVlc3Rpb246MTQz - Que proposez-vous afin de répondre à ce défi qui va durer ?","QUXVlc3Rpb246MTQ0 - Quelles sont, selon vous, les modalités d'intégration les plus efficaces et les plus justes à mettre en place aujourd'hui dans la société ?","QUXVlc3Rpb246MTQ1 - Y a-t-il d'autres points sur la démocratie et la citoyenneté sur lesquels vous souhaiteriez vous exprimer ?"
"UHJvcG9zYWw6NWZkMmY2MzEtMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-185","gachis","2019-01-22 10:37:46","2019-01-22 10:37:46",,false,,"VXNlcjphYTJjNzE4YS0xZDQ5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=",,"94440","personne","",,,"Une bonne chose",,,"Oui","les sénateurs dorment ne servent à rien coutent de l'argent",,"",,,"",,,,"",,,,,,,,,,,,,"",,"stopper l'immigration",,"les ramener chez eux",,
"UHJvcG9zYWw6NzAzNTMxMjEtMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-186","démocratie","2019-01-22 10:38:13","2019-01-22 10:38:13",,false,,"VXNlcjo1MTdhOGVmZC0xZTI2LTExZTktOTRkMi1mYTE2M2VlYjExZTE=",,"28000",,"",,,"",,,"",,,"",,,"",,,,"",,,,,,,,,,,,,"",,,,,,"élection à la proportionnelle intégrale des députés à l'Assemblée Nationale - réduction d'un quart du nombre de députés à l'Assemblée Nationale - élection à mi-mandat par moitié des députés à l'Assemblée Nationale - suppression du sénat - création d’une Assemblée Citoyenne (organe de proposition, organe de contrôle de l'Assemblée Nationale) - création du RIC sur les questions sociétales - prise en compte du vote blanc"
"UHJvcG9zYWw6NzA4MDhiYzEtMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-187","Petite part contributive à un grand débat","2019-01-22 10:38:14","2019-01-22 10:38:14","2019-01-22 15:22:29",false,,"VXNlcjplMmNhMzQ0Yy0xZDU3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","76730","La confiance se mérite, se fonde. Les fondements en sont, non seulement dans l'énoncé de  valeurs que l'on puisse partager, mais plus encore dans les preuves, les manifestations d'une vie conforme et fidèle à ces valeurs. Avec constance. Sans manigances, arrangements, trahisons. Cela se trouve-t-il en politique ?","Oui","On connait le principe des jurés d'assise, des citoyens tirés au sort et formant ensemble un jury de non professionnels, auprès de professionnels de la magistrature. Si l'on admet que des citoyens ordinaires puissent ainsi intervenir dans d'importantes décisions de justice, il s'agirait d'en concevoir l'équivalent et qui auraient voix au chapitre dans le travail législatif.","Du temps. Pour qu""émerge une nouvelle relation misée davantage sur de l'exemplarité, transparence, probité.","Une bonne chose","Le renouvellement, la ré-génération, est principe même de vie. Certainement en politique aussi.","Mieux prendre en compte ceux qui ne se reconnaissent, finalement, dans aucune formation politique. Et cela ne passerait-il pas par une refonte du mode de financement des élections, tant il existe de gens qui ne se reconnaissent pas dans une représentation politique appuyée sur la puissance de l'argent.","Oui","Si l'on considère comme élus - hors les parlementaires - tout autre manière d'élus, et jusqu'à même un président du CESE élu au scrutin secret par une assemblée de conseillers, alors la probabilité est forte que nombre d'eux dans le périmètre de la République puissent être comptés comme réductibles. Au profit ce faisant d'une réduction des dépenses publiques.","Ne pas confondre incitation et obligation. Ce qui inciterait plus de citoyens à se mobiliser serait déjà de proposer la participation électronique (vote en ligne). Ce serait facilitant. Il s'agirait aussi que la démarche active de voter soit prise en compte, autrement que simplement décomptée, lorsque le scrutin est blanc. Enfin, pourrait être incitante une perspective où  l'idée de ""souveraineté du peuple"" (au sens de la Constitution) ne serait pas qu'un bref instant démocratique aux urnes avant que de se soumettre ensuite pour 5 ans. Actuellement on voit bien que c'est plutôt incitant à contre-voter (votes de sanction) dès que se présente une élection intermédiaire.","Oui","De telle manière que cela ne devienne pas toutefois, par dévoiement, un moyen de bloquer l'expression démocratique. Il s'agit de réfléchir la mesure selon laquelle les votes blancs en viendraient à remettre telle élection en question.","La Constitution indique deux voies pour l'expression de la souveraineté nationale, la voie de la représentation du peuple (ses représentants) et la voie référendaire. Comme si l'on avait là deux modalités, l'une intermédiée, l'autre non ?  Mais il se trouve en réalité que la proposition de la voie du référendum passe elle-aussi par les représentants, et donc là là encore il y a intermédiaires.","Oui","En se demandant, pour commencer, ce qui a pu faire obstacle à sa mise en oeuvre depuis 2015. Est-ce une crainte vis-à-vis de ce que ""risqueraient"" de prononcer les citoyens par un vote référendaire ? Est-ce une difficulté de mise en oeuvre dans un pays de 67 millions (versus 8,5 millions en Suisse) ? Est-ce la conjonction des élections présidentielle/législatives qui nous vaudrait un parlement dénué d'initiatives..?","En premier lieu c'est indirectement qu'il faudrait déjà qu'une commission parlementaire soit (enfin) habilitée à contrôler et le cas échéant sanctionner les ""têtes"" des corps d'Etat, les grands fonctionnaires qui dirigent nos administrations, ceux dont la Cour des comptes et/ou l'inspection des finances publiques pointent chaque année des défauts de gestion. Or la Cour des comptes n'est qu'audit, produisant des rapports bien souvent sans effets. Ceux que l'on appelle les grands commis de l'Etat restent finalement hors champ d'un véritable contrôle de gestion qui serait contraignant.","Au plan territorial ? qui donc pourrait dire l'utilité actuelle des Conseils siglés CESER ? C'est un peu comme de se demander l'utilité de ce Grand Débat National, cela sert à produire dans un cadre consultatif des avis (que l'on espère avisés) sans que personne ne puisse préjuger ce qu'il en sortira ou non lors de prises ultérieures de décisions. On peut avoir l'impression d'un simulacre participatif.","Oui","Deux chambres suffisent bien (Assemblée et Sénat). Suppression du CESE si cela ne figure qu'une mascarade.","Renforcer ? Dans un rapport de forces...? Il semble que nous ayons déjà au Ministère de l'Intérieur un bureau central des cultes, et en vis-à-vis différentes autorités religieuses avec leurs représentants respectifs. N'est-ce pas là que se situe le rapport ?","Au frontispice de la République, le concept d'égalité. Combien d'autres nations le porte symboliquement ? C'est que le principe en est difficile à inscrire dans le ""vivre ensemble"" tant les individus peuvent avoir la perception de grands écarts inégalitaires, et notamment lorsqu'ils confrontent les ressources de chacun. Il conviendrait donc d'insister bien davantage sur la compréhension d'une ""égalité de droits"". Mais laquelle ne sera jamais crédible aussi longtemps que pour avoir justice certains attendront des années leur tour, tandis que d'autres sembleront bénéficier de passe-droits.","L'engagement citoyen est extrêmement fort, il suffit pour s'en rendre compte de voir toutes les actions menées de façon bénévole et solidaire en France. Soutenues par la mise à disposition de soi au service des autres. Le milieu associatif en donne maints exemples.","Plus l'aptitude à s'exprimer sera développée, élaborée, avec les nuances que permet une parole construite, plus la relation à l'autre en passera par là, et diffèrera le moment où l'on en vient par frustration à l'invective, à l'incivilité, à la violence.","L'éducation, dès le plus jeune âge, dans le cadre d'une scolarité où il importerait de sur-compenser ce que les parents ne peuvent transmettre quand eux mêmes ont été en déficit d'enseignement et d'acquisitions. Cela implique plusieurs choses : une considérable revalorisation des ""maîtres/maîtresses"" d'écoles, lesquel(le)s au vu de leur rôle essentiel (bien plus peut-être que celui d'enseignant universitaire) devraient avoir la rémunération motivante que leur doit la société; un plus grand respect a priori des parents à leur égard; mais une plus grande sévérité de l'autorité de tutelle si jamais un enseignant trahit sa mission.","??? Que faut-il comprendre par le terme de ""parcours de vie"" ? Que viennent faire là l'administration et les pouvoirs publics ? NSP","Certainement est-ce différent en villes et en situations rurales. L'agressivité en ville, de l'agression verbale à physique. Les propos racistes, les attitudes sexistes, les mots et gestes déplacés, les larcins, tout ce qui fait que l'on peut se sentir inquiétés dans le quotidien urbain.. En campagnes les rejets de déchets dans les rivières, les dépotoirs en pleine nature.","Procurer les moyens, tant à la police et à la gendarmerie, qu'à la justice et aux maisons d'arrêt, de faire le nécessaire.","Soutenir les forces de l'ordre, et non leur lancer des pavés.","En tant que témoin, certaines disparités de traitements et de salaires entre femmes et hommes dans le monde du travail.","Que le salaire d'une femme ne soit pas dévalué au prétexte que son investissement professionnel serait moindre, étant salariée et mère, que celui d'un homme salarié et père. Qu'en cas de divorce, si souvent appauvrissant pour celles que l'on appelle ""mères isolées"", le compte des points de retraite de réversion soit aussitôt soldé. Et que ces femmes n'aient pas pour seul choix, soit de travailler et ne pas s'occuper des enfants, soit inversement. Et donc que les pensions alimentaires soient payées de façon effective.","Non","Non, pas plus qu'il n'y en a. Car les allocations de solidarité sont déjà soumises à conditions d'octroi, et la contrepartie est de devoir rembourser ce qui aurait été indûment versé.  En revanche on pourrait aborder la fraude à l'Assurance maladie - c'est l'assureur solidaire par excellence - les facturations abusives de professionnels jusqu'aux transports sanitaires, la carte Vitale qui n'est toujours pas sécurisée par biométrie etc. Mais tout comme les rapports de la Cour des Comptes, les rapports de l'IGAS semblent n'avoir guère de suivi d'effets.  On pourrait aborder aussi le travail clandestin, le ""manque à gagner"" que cela représente dans un système de redistribution solidaire.","Quelle politique migratoire ? Quelle est-elle ? Il y aurait en France une politique migratoire..? Ce qui importerait serait un travail à l'échelle européenne de lutte contre les réseaux de passeurs, les filières du trafic d'humains. Or Frontex est jusqu'ici un simulacre de garde-frontières, avec des effectifs réels qui n'ont rien à voir avec les chiffres pipés que l'UE prétend.","Des objectifs dans quelle perspective ? Prenons par exemple qu'en France il n'y aurait actuellement que 20 millions d'actifs cotisants (fonctionnaires exclus, donc) pour financer par redistribution tous les autres en termes de revenus de vie. Cela devient de plus en plus Insuffisant. Le système des retraites notamment ne sera plus assuré. Alors est-ce dans cette perspective que l'on fixerait des objectifs d'immigration ? Pour plus de cotisants par inactifs ? Mais à quel travail déclaré trouveront à s'employer ceux que l'on admettra sur le territoire français..?","Déjà que l'agence Frontex soit réellement dotée des ressources nécessaires pour lutter contre tous les trafics d'humains, lucrativement organisés le long des côtes et frontières.","L'apprentissage accéléré de la langue française, l'accompagnement dans les labyrinthes de l'administration, une lutte sévère contre les ""employeurs"" qui profitent de l'immigration pour du travail clandestin","Oui, la façon dont nous ""produisons"" des citoyens exclus par avance, en sachant qu'un jeune issu des territoires ruraux est quasiment voué à l'immobilité, et de cette façon à l'écart, car comment viendrait-il se loger pour prétendre venir apprendre et travailler dans les villes où se développent les nouvelles activités ? Se loger avec quoi ? Les gens qui sont dans les 20 p.cent qui gagnent le moins ont dans les 60 p.cent de leurs revenus en dépenses pré-contraintes, dont le loyer est une très grande part. Certains logeurs en profitent abusivement."
"UHJvcG9zYWw6NzExMmMzZTYtMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-188","proportionnelle et tirage au sort","2019-01-22 10:38:15","2019-01-22 10:38:15",,false,,"VXNlcjphOGZjMjMwNS0xZDYxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","13390","le maire. parce qu'il reste proche de ses concitoyens","Oui","associations non gouvernementales associées aux décisions. genre loi sur l'écologie  -> demande de conseil auprès de greenpeace par example. loi sur la sécurité -> demande de conseil auprès des syndicats de policier et de magistrat. etc.","qu'ils respectent leur engagement","Une bonne chose","ça évite de transforment leur mandat en une carrière professionnelle","introduire la proportionnelle et tirage au sort","Non",,"decoreller l'élection du président de l'élection des députés. en réduisant la durée de mandat des députés à 3 ou 4 ans.","Oui","comme un candidat à part entière. du coup si la majorité n'est pas atteinte recommencer l'élection en interdisant les candidats de se représenter","mettre en place des référendums d'initiatives populaires comme en suisse. et avoir recours au référendum 1 fois par an et  pour les grandes réformes","Oui","réduire le nombre de parlementaire nécessaire pour valider ce referendum","que les parlementaires soit plus souvent sur le terrain et rencontre plus souvent les élus locaux de tout bord","le même rôle qu'actuellement mais en toute indépendances sans pression des partis politiques.","Oui","fin des formations de groupe parlementaire qui est une aberration. un parlementaire représente les citoyens et non un parti politique.","surtout ne rien toucher","plus grande sévérité","avoir des appuis d'élus locaux","l'aide au plus démunis et aux associations écologique","des subventions au niveau national et non plus au niveau local ou régional","prendre en compte cet engagement dans les impôts et la retraite","les cambriolages, les déchets sur la voie publique et les dégradations. il faut de très lourdes amendes","de très lourdes amendes","c'est à l'état et à la justice d'être plus sévère",,,"Oui",,"faire comme le canada. faire une sélection d'entrée pour la migration économique. et accueillir sans condition mais temporairement les personnes venant de zone de conflit.","oui","définir des quota d'entrée suivant les corps de métiers qui manque","l'apprentissage du français. et une mise à niveau genre éducation civique.",
"UHJvcG9zYWw6NzRlZTIwYzktMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-189","Démocratie citoyenneté","2019-01-22 10:38:21","2019-01-22 10:38:21",,false,,"VXNlcjoxZTgxNzhjNS0xZTIwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","25550",,"Non",,"democratie participative. conseil de citoyens","Une mauvaise chose","Un ancrage local permet de rester connecté a la vie locale. Député-maire et sénateur maire était une bonne chose","Instaurer une dose de proportionnelle aux élections législatives","Oui","Conseillers départementaux. maires. 36000 maires c'est beaucoup trop aujourd'hui avec l'intercommunalité.","Pédagogie, instruction civique de base","Oui","Proposer un bulletin blanc qui soit pris en compte dans les suffrages exprimés.","Les conseils de développement CODEV sont à generaliser dans les petites communes.","Oui","Uniquement sur des modifications profondes et sensibles.","C'est le rôle des parlementaires","Le CESER doit être supprimé","Oui","Reduire le nombre des parlementaires senateurs et députés.","La France est un pays de tradition chrétienne et doit le rester. Une tolérance doit être de mise pour permettre a chacun de vivre sa religion dans le respect de chacun et des valeurs de la république.","Faire respecter les régles concernant les valeurs de la république","Développer l'instruction civique dans les écoles.","Respect des valeurs de la république. Inciter à participer à la vie publique et citoyenne.",,,,"Nos policiers et gendarmes doivent être mieux accompagnés et soutenus sans ambiguité dans leurs missions.  Nos force de l'ordre doivent retrouver la grandeur et la force de leur mission. La justice doit être exemplaire.","Le systéme voisins vigilants, en coordination avec la police et la gendarmerie, appliqué dans certaines communes doit se généraliser","Aujourd'hui les provinces sont délaissées au profit des grandes métropoles et Paris","Les zones rurales doivent être aidées et mieux prises en compte.","Oui","CAF, pole emploi","Définir des quotas pour accueillir les migrants en fonction de notre capacité d'accueil (travail, hébergement)","Oui","Les obligations d'asile doivent elles aussi être revues et corrigées. Des contreparties doivent être demandées","La meilleure integration se fait par le travail et la vie sociale.","Lutter contre l'immigration clandestine."
"UHJvcG9zYWw6N2I0ODY0OTEtMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-191","Le sénat","2019-01-22 10:38:32","2019-01-22 10:38:32",,false,,"VXNlcjphNDFiN2M5OC0xOTU5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","45100","Au conseillers de municipaux de terrain et au maire.  D'autre part, Je ne souhaite pas que le sénat disparaisse, toute grande démocratie possède une chambre haute qui permet un contre pouvoir et qui permet une réflexion plus apaisée.","Oui","Mieux écouter les corps intermédiaires (syndicats en particulier)","Un élus national (députés, sénateurs) devra avoir eu préalablement une expérience locale et de terrain (maires, conseiller municipal ou départemental ou régional)","Une mauvaise chose","Déconnexion du terrain, sinon voir ci dessus","Une dose de proportionnelle à l'assemblée","Non",,"Le vote doit être obligatoire (sauf cas de force majeur)","Oui","Si le vote est obligatoire le vote blanc doit être pris en compte. Si le vote blanc est majoritaire, l'élection doit être refaite après que les parties politiques aient opéré des synthèses ou des accords (voir en Allemagne)",,"",,,"Je ne souhaite pas que le sénat disparaisse, toute grande démocratie possède une chambre haute qui permet un contre pouvoir et qui permet une réflexion plus apaisée.","",,,,,,,,,,,,,"Oui","Ne serait ce que même de façon minime contribuer à l'impôt.","La France doit être solidaire, la France s'est construite au cours des âges par des invasions et des migrations, c'est ce qui fait notre pays, il ne faut pas le renier.",,,,
"UHJvcG9zYWw6ODVkNTc0ZGMtMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-192","Justice pénale","2019-01-22 10:38:49","2019-01-22 10:38:49",,false,,"VXNlcjplN2VmZDU1NS0xYTY5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","29200",,"",,,"",,,"",,,"",,,"",,,,"",,,,,"Justice pénale : les condamnations de moins de 18 mois - sauf récidive ou danger - doivent être effectuées en travail d'intérêt général et rémunérées à 50 % du SMIC - les sanctions financières doivent être proportionnelles au revenu BRUT du condamné (exemple 20 jours de revenu brut)",,,,,,,,"",,,,,,
"UHJvcG9zYWw6OTJkYjIyYjAtMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-194","démocratie représentative et participative","2019-01-22 10:39:11","2019-01-22 10:39:11",,false,,"VXNlcjo4M2NiYTY1Ni0xZTIxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","92700","L'assemblée nationale qui représente les électeurs","Oui","associations de toute nature mais apolitiques et non confessionnelle","Que les élus viennent un peu plus sur le terrain","Une bonne chose","comment peut-on être à la fois maire, député, président d'intercommunalité ......","introduire une dose de proportionnelle mais surtout pas la proportionnelle intégrale .... le pays deviendrait ingouvernable","Oui","les conseillers départementaux, les membres du CESE","La participation est lamentable ! Rendre le vote obligatoire (avec amende, sauf cas de force majeure)","Oui","en comptant les votes blancs !!","Remplacer les députés, sénateurs et membres du CESE supprimés par le même nombre de citoyens ""participatifs""qui seraient associés aux commissions des lois","Oui","en assouplissant les conditions de déclenchement","Déjà mieux communiquer sur l'utilisation de l'argent public et saisir les citoyens ""participatifs"" (cf plus haut)","Etre des relais plus pro-actifs .... plus de présence sur le terrain","Oui","Réduction du nombres de députés, sénateurs etc ... en revanche rendre aux assistants parlementaires un rôle plus actif permettant aux élus de se rapprocher des électeurs","Tout simplement des contacts plus constructifs entre l'Etat et les représentants des différents religions. Une intervention plus pertinente (plus forte) de l'Etat pour que les différentes religions respectent les principes de la laïicté","Réintroduire une véritable et significative instruction civique à l'école et évolutive en fonction de l'avancement scolaire.... réapprendre les principes de la Liberté, de l'Egalité et de la Fraternité","Instrucion civique (cf plus haut) et VOTE OBLIGATOIRE","Le respect d'autrui, le respect des règles et de l'environnement quotidien","Instruction civique","Pourquoi ne pas attribuer des trimestres supplémentaires retenus pour le calcul de la retraite .... 6 mois d'engagement (réel) donneraient droit à 2 mois","Toutes les incivilités dans l'espace public ... vélos, trottinettes, poubelles, voitures, téléphones portables. La solution .... instruction civique, instruction civique .... et amendes si besoin","rendre plus visibles et efficaces les agents dédiés à cette mission (je ne me souviens plus de leur nom)","Agir et réagir individuellement plutôt que de râler dans son coin. C'est ce que je fais et me vaut des insultes mais je persévère","Couleurs, religions et sexualité","Instruction civique, instruction civique et encore de l'instruction civique","Oui","De réelles recherches professionnelles (travail ou formation) et contribution bénévole au développement de services publics ... environnement, aide à la personnes etc","L'immigration ne me fait pas peur mais il faut néanmoins la réguler (attention aux regroupements familiaux)","oui mais attention aux choix des critères","favoriser le développement des pays d'où sont issus les immigrés","la scolarisation et l'acceptation pleine et entière des valeurs et des lois de la République (laîcité)","Modification du mandat présidentiel porté à 6 ans, renouvelable une fois .... nous serions un peu moins en campaggne électorale"
"UHJvcG9zYWw6OTNmM2M5ZGQtMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-195","Simplification du mille-feuille administratif et l'immigration vue comme une opportunité","2019-01-22 10:39:13","2019-01-22 10:39:13",,false,,"VXNlcjo0M2U0OGRhNi0xZDZjLTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","21490","Mon député et mon maire, car je les connais","Oui","- Associations travaillant sur la pauvreté et la culture - Syndicats de branches industrielles","Que chaque élu soit territorialisé. On ne sait pas ce que fait le Conseil régional car ses élus ne sont pas attachés à un territoire Qu'on puisse dialoguer autrement qu'avant les élections.","Une bonne chose","Cela évite les dérives de pouvoir.","Une dose de proportionnelle au parlement, mais quelle dose ? Je ne sais pas.","Oui","Faire disparaître les conseils départementaux en renforçant au dessus les Conseils régionaux et au dessous les communautés de communes. Faire disparaître les pays qui sont une surcouche inutile","la rendre obligatoire, tout en les groupant pour limiter les week-end bloqués","Oui","Si plus d'un certain taux de vote blanc, élection annulée et on recommence","Etudier l'impact des conseils de quartier dans les villes et voir comment généraliser cette idée.","Oui","Je ne sais pas","Voir réponses ci-dessus","le Sénat me paraît important. Le CESE national j'ai de gros doutes Mais il faut supprimer rapidement les CESER qui n'ont aucune utilité. Si je puis me permettre un calembour: CESER ? A rien !","Non","Pour le Sénat cela me paraît bien comme ça","La laïcité est la possibilité pour chaque religion de s'exprimer dans l'espace public. Elle n'est pas l'effacement de la visibilité des religions. Cela me paraît clair dans la loi de 1905 et cela doit être réaffirmé. Le problème est que la laïcité est devenu un ""objet politique"" utilisé et manipulé","De mémoire cela faisait partie des ""leçons de morale"" à l'école Mais pour cela il faut que cet enseignement soit obligatoire pour tous les enfants quel que soit leur mode de scolarisation","Il est déjà fort à travers la participation aux associations. ces associations doivent être financièrement soutenues.","La politesse le respect des personnes âgées, des pauvres des personnes atteintes de handicap","L'école, encore une fois","Que tout citoyen puisse : - à une heure maximum de chez lui - en dehors des heures où il travaille - sans faire la queue plus de 15 mn rencontrer physiquement  un être humain bien formé pour l'aider dans ses problèmes administratifs.","Dégradation du matériel urbain Déchets n'importe où Je ne vois que la répression pour cela","ce devrait être une des tâches importantes des polices municipales","Donner l'exemple","Homme-femme est la plus répandue","Intervenir sur l'égalité des salaires et sur la maltraitance","Non",,"La migration est une chance Historiquement elle est la conséquence d'un déséquilibre nord-sud dont nous avons tous bien profité.","Actuellement la notion même d'asile est souvent bafouée. je ne vois pas d'intérêt à définir des quotas qui favoriseront l'immigration illégale. Si quelqu'un veut venir, il saura de débrouiller légalement ou pas.","On met beaucoup d'énergie à refouler. mettons cette énergie à intégrer","Scolarisation pour les enfants Pour les adultes bilan de compétences et adaptation de ces compétences à nos besoins économiques",
"UHJvcG9zYWw6YWQ4MDVmMTMtMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-198","Elus plus proches des citoyens en renforçant le non cumul des mandats","2019-01-22 10:39:56","2019-01-22 10:39:56","2019-01-22 10:40:20",false,,"VXNlcjo5NmQxOWYxMC0xZTI1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","01600","Le maire qui est moins dépendant des partis politiques","Non",,"Plus de présence sur le terrain.","Une bonne chose","Pour avoir des élus plus présents sur le terrain pour rencontrer les français",,"Oui","collectivités territoriales trop nombreuses et redondantes entre elles","En rendant le vote obligatoire","Oui",,,"Non",,,,"Oui",,"La laïcité ne devrait pas être l'absence de religion, mais la présence de toutes, sans parti pris.",,,,,,"Déchets au sol, déchets canins, destruction du mobilier urbain public. Faire de la prévention dans les écoles à tous les niveaux ( surtout Collège et Lycée ).",,,,,"Non",,,,,"Cours de français gratuit et obligatoire pour les immigrants non francophone.",
"UHJvcG9zYWw6YjQwMDdlYTEtMWUyOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx","1-200","Bien être animal","2019-01-22 10:40:07","2019-01-22 10:40:39",,false,,"VXNlcjpkZGM5ZjhiNS0xZTI3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=","Citoyen / Citoyenne","26230","Je ne compte que sur moi","Oui","Les associations militant pour le bien être animal  « On reconnaît la grandeur et la valeur d'une nation à la façon dont celle-ci traite ses animaux »",,"",,,"",,,"Oui","Il faut les comptabiliser",,"",,,,"",,,,,"Je souhaite la mise en place d'une commission d'enquête parlementaire sur la validité du modèle animal dans l'expérimentation scientifique, suivie d'un grand débat à l'Assemblée Nationale.  En effet, le modèle animal n'a jamais été validé par rapport à la santé humaine contrairement aux méthodes substitutives qui, elles, sont validées. Je demande également l'utilisation des méthodes substitutives à l'expérimentation des animaux (cellules souches, déchets biologiques et chirurgicaux, 3 D, épigénétique etc.....). Et aussi une inversion rapide du pourcentage des sommes allouées à la recherche médicale (qui est pour l'instant de  98 % des sommes pour l'expérimentation animale et de  2 % des sommes seulement pour la recherche substitutive). Je demande donc 98% pour la recherche substitutive.",,,,,,,,"",,,,,,
