,authorId,id,reference,title,createdAt,publishedAt,updatedAt,trashed,trashedStatus,authorType,authorZipCode,QUXVlc3Rpb246MTYw - Quel est aujourd'hui pour vous le problème concret le plus important dans le domaine de l'environnement ?,QUXVlc3Rpb246MTYx - Que faudrait-il faire selon vous pour apporter des réponses à ce problème ?,QUXVlc3Rpb246MTQ2 - Diriez-vous que votre vie quotidienne est aujourd'hui touchée par le changement climatique ?,"QUXVlc3Rpb246MTQ3 - Si oui, de quelle manière votre vie quotidienne est-elle touchée par le changement climatique ?","QUXVlc3Rpb246MTQ4 - À titre personnel, pensez-vous pouvoir contribuer à protéger l'environnement ?","QUXVlc3Rpb246MTQ5 - Si oui, que faites-vous aujourd'hui pour protéger l'environnement et/ou que pourriez-vous faire ?","QUXVlc3Rpb246MTUw - Qu'est-ce qui pourrait vous inciter à changer vos comportements comme par exemple mieux entretenir et régler votre chauffage, modifier votre manière de conduire ou renoncer à prendre votre véhicule pour de très petites distances ?",QUXVlc3Rpb246MTUx - Quelles seraient pour vous les solutions les plus simples et les plus supportables sur un plan financier pour vous inciter à changer vos comportements ?,"QUXVlc3Rpb246MTUy - Par rapport à votre mode de chauffage actuel, pensez-vous qu'il existe des solutions alternatives plus écologiques ?","QUXVlc3Rpb246MTUz - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à changer de mode de chauffage ?","QUXVlc3Rpb246MTU0 - Avez-vous pour vos déplacements quotidiens la possibilité de recourir à des solutions de mobilité alternatives à la voiture individuelle comme les transports en commun, le covoiturage, l'auto-partage, le transport à la demande, le vélo, etc. ?","QUXVlc3Rpb246MTU1 - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à utiliser ces solutions alternatives ?","QUXVlc3Rpb246MjA3 - Si non, quelles sont les solutions de mobilité alternatives que vous souhaiteriez pouvoir utiliser ?",QUXVlc3Rpb246MTU3 - Et qui doit selon vous se charger de vous proposer ce type de solutions alternatives ?,QUXVlc3Rpb246MTU4 - Que pourrait faire la France pour faire partager ses choix en matière d'environnement au niveau européen et international ?,QUXVlc3Rpb246MTU5 - Y a-t-il d'autres points sur la transition écologique sur lesquels vous souhaiteriez vous exprimer ?,Region
127,VXNlcjoxMmE2MWY0ZC0zZGNlLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZmJhNWM0YmUtM2RkYS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-102293,Une nouvelle politique pour sauver la planete,2019-03-03 18:37:14,2019-03-03 18:37:14,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, urger mettre oeuvrer politique échelle mondiale trouver ressource financière affecter action aider pays voir développement,Oui, période canicule incendie prononcer limitation usage eau présence espèce végètales animales invasives,Oui, tri déchet compostage déchet organiques limiter achat produire contenant plastiquer boycotter produit huiler palmer fruit légume venir coter planète privilégier produit bio économie responsable prix raisonnables, comment chercher optimiser chauffage convecteurs électriques seuls appareil électrique avoir étiquette énergétique bonjour lobing renoncer petit déplacement falloir mettre oeuvrer infrastructure service milieu rural résider, avoir fiscalité adéquation objectif souhaiter exemple significatif taxe enlèvement ordure calculer moitié valeur locative logement montant payer tenir compter composition famille volume déchet tri falloir obliger totalité collectivité facturer traitement déchet poids,Oui, simple obliger entreprise organisme proposer économie énergie isolation bâtiment chauffer eau solaire photovoltaique eolien engager chiffrer montant économie prévoir obligé tenir engagement financier terme économie,Non, milieu rural exister déja ramassage scolaire essayer coordonner service transport cout réduire personne mobilité réduire, transports commun|le transport demande, intercommunalité milieu rurale, falloir prendre exemple taxe gafa france réussir convaincre partenaire européen décider appliquer falloir faire chose matière environnement falloir commencer taxer kérosène seul carburer entièrement détaxer année  passager taxe  rapporter  millards mettre sommer année action échelle mondiale aider pays voir développement france  passager année taxe  rapporter   milliard an taxer exister passager aller corser rapporter  affecter budget collectivité, falloir mettre cohérence matière fiscalité environnementale bel exemple énergie photovoltaique éolien consommation taxer  rejeter gaz effet serrer,Corse
128,VXNlcjoxMzI3ZjRmMy0xYmJkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YmZjODI2YjAtMzgxMC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-85660,Faire enfin des efforts!,2019-02-24 09:46:59,2019-02-24 09:46:59,,False,,Citoyen / Citoyenne,20000,, mener politique globale ambitieux fin aider français changer habitude fiscalité punitive réinvestir transition écologique véritables aider financière particulier incitation entreprendre,Oui, vivre milieu méditerranéen érosion littoral incendier sécheresse,Oui, limiter déplacement voiture; alimentation saine circuit courir, partir aider financière concerner équipement logement isolation chauffage faire beaucoup, travail logement isolation chauffage,Oui, aide financier autant faire partir français payer beaucoup impôt droit,Oui, utilise transports commun adapter horaire régularité,, collectivité territoriale, surtout gouvernement affirmer mener politique développement durable totalement faillir france devoir inspirer faire arrêter donner leçon mauvais élever,,Corse
129,VXNlcjoxNWQ3MzJlYi0xY2M1LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZTNlYWQ3NjgtMjE3OC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-25742,La solution : en finir avec les énergies fossiles,2019-01-26 15:44:31,2019-01-26 15:44:31,,False,,Citoyen / Citoyenne,20000, pollution air, solution évidente falloir prix sortir modeler actuel énergie fossile ca remettre causer douter beaucoup chose ami russe arabe notamment falloir arrêter pétrole ruiner qualité air véhicule devoir nombreux stop culture voiture individuel oui covoiturage transports collectif mode doux transports,Oui, devenir allergique première foi printemps  trentaine passer découvrir occasion nombre personne allergique tripler  an france pollution air particule fine étranger loin falloir attendre troisième année antihystaminiques goutter yeux rouge mi mars fin juin environ,Oui, année  particulier collectivité mettre contribution tri sélectif  an diviser papier carton déchet saler verre compost bref revancher gros pollueur entreprendre charbon pétrole mettre contribution agir appliquer principe pollueur payeur falloir juste arreter polluer changer modeler aller décroissance retour qualité vie accepter séparer acquérir garder essentiel vie santé animal biodiversité quid abeille, fais prendre transports commun petit distance parcours pied, comportement polluer fumer mettre chauffage nécessaire,Oui, feu boire savoir,Oui, utilise boire tram pied covoiturage, covoiturage|l auto partage|le transport demande|le vélo|véhicules automobile mouvoir énergie polluantes, initiative individuel entreprendre pouvoir développer emploi activité secteur pouvoir etre commencer incitation etat, etre cohérente Monsieur macron Monsieur hulot démissionner etre radical pesticide développer voiture pétrole, marrer voir grand plan climat applicables   foi reporter calendes grec sortie fossile maintenir humanité attendre catastrophe produire réagir trop tard demain trop tard pouvoir repousser urgence climatique arrêter bétonner imperméabiliser sol partout eau pénétrer sol inondation drame humains multiplier coup étonnant continuer danser volcan aller bientôt péter gueule humains abeille oiseau chanter,Corse
130,VXNlcjoxODk5MTkxNy0xZDllLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MDI4OTZkNWItMzM5Yy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-75542,RENDRE OBLIGATOIRE LES CARBURANTS 100% BIO,2019-02-18 17:41:16,2019-02-18 17:41:16,,False,,Citoyen / Citoyenne,20000, pollution air, tri obligatoire déchet recyclage,Non,,Oui, tri dechets,,,Non,,Non,, utilisation bio carburer, etat, rendre obligatoire carburant bio suppression centrale fioul gaz charbon,,Corse
131,VXNlcjoxOTcyODg0NC0zYzQ1LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NjhhZDg5MDMtM2M1MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-96595,Pour une écologie non punitive,2019-03-01 19:39:55,2019-03-01 19:39:55,,False,,Citoyen / Citoyenne,20000, pollution air, limiter transport marchandise route surtout camion faire traverser france pénaliser produit transporter millier exister placer fruit légume fleur diesel vraiment polluer donner moyens supprimer vite catégorie véhiculer particulier camion,Oui, assister phénomène extrême fréquents vents violer pluie diluviennes variation température sécheresse,Oui, supprimer diesel écobuage; faire tri sélectif méticuleux compostage jardin  biologique aimer industriel agroalimentaire arrêter suremballer produit revenir emballage consigner,,,Oui, aider industriel producteur matériel géothermie solaire développer produit compétitifs rapport produire étranger supprimer aide particulier plupart temps facture gonfler produit utiliser importer installation amortir dejà  an attractive,Non,, milieu rural montagneux voiture malheureusement seul moyen déplacer,, commencer faire avancer pays européen recyclage propreté, sortir nucléaire vrai atout france énergie propre investir recherche limiter risque concession qualification personnel etre top,Corse
132,VXNlcjoxOTkyNzk3MC0zODNjLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ODFiOGRiMWEtMzg0MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-86411,Contribution,2019-02-24 15:36:01,2019-02-24 15:36:01,,False,,Citoyen / Citoyenne,20000, régler européen,,,,,,,,,,Non,, voiture,,, transition positiver punitive taxer gros pollueur laisser vivre citoyen beaucoup bon sentir vouloir laisser croire,Corse
133,VXNlcjoxYTE5MzhlZi0xOWNmLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YTVhZGUzZDItMWU2OC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-4650,"Nous pouvons faire des efforts dans certains domaines, mais serviront-ils à quelque chose ?",2019-01-22 18:10:41,2019-01-22 18:10:41,,False,,Citoyen / Citoyenne,20000, pollution mer plastique, supprimer sac plastiquer biodégradables remplacer sac dégrader naturellement donner gratuitement sac papier supermarché,Non, changement mieux temps agréable,Oui, essayer faire déchet rouler vélo voiturer coût élever changer chauffage mazout chauffage gaz, subvention changement chauffage mazout chauffage polluer faire piste cyclables partout, subvention changement chauffage mazout chauffage polluer,Oui, subvention changement chauffage mazout chauffage polluer,Oui, piste cyclables transports commun, transports commun|le covoiturage|le vélo|le transport demande, ville région, grand chose vain prétendre imposer pays développer asie amérique sud règle conduire priorité croissance falloir faire pression pays afrique redevable mali prendre mesure draconniennes réduction natalité, sûr transition écologique souhaitent europe fort utile effort annihiler pollution exponentielle pays émergents partir réchauffement climatique fort lier activité humaine convaincre vouloir réduire émission  falloir renoncer nucléaire,Corse
134,VXNlcjoxYjU0MmY5My0xZDlhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YTY3NWI1N2UtMWU0OS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-2565,Interdire le nettoyage des plages l'été avec des machines,2019-01-22 14:28:48,2019-01-22 14:28:48,,False,,Citoyen / Citoyenne,20000, érosion littoral, interdire ratissage nettoyage plage machine but enlever sabler algue boire roseau retirer eventuels détrituts jeter poubelle personne devoir faire longueur journée sensibiliser personne priser,Oui, plage disparaître route bord mer menacer détruire tempêter,Oui, laisser détritut nature ramasser détrituts pouvoir mettre bac tri selectif poubelle éclairer également ampoule led, solution remplacement; exemple vélo place voiture petit distance, information aide changement exemple faire piste cyclables zone inciter prendre vélo plûtôt voiture,Non,,Oui, transports commun avoir horaire adapter avoir destination exemple lieu travail desservir,, commune communauté agglomération, faire annonce réunion personne intéresser, faire véhicule carburant naturel pétrole gaz,Corse
135,VXNlcjoxYmY1ODJhNS0yZDAwLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MzcxMzRiMTEtMmQwMS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-61369,Questions orientées!!!,2019-02-10 07:58:05,2019-02-10 07:58:52,,False,,Citoyen / Citoyenne,20000,,,,,,,,,,,,,,,, comment répondre intelligement question essentiel réponse contenir question,Corse
136,VXNlcjoxYzgyNmExMi00MTA4LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MjA1Yzg3YTItNDEwYi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-113677,Referendun pour valider une volonte commune a engager notre responsabilité collective pour nos enfants,2019-03-07 19:59:25,2019-03-07 19:59:25,,False,,Citoyen / Citoyenne,20000, biodiversité disparition espèce, developper sanctuaire,Oui, temperature moyenner augmentation,Oui, tri déplacement pied alimentation bio cuisiner maison economie eau electricite, mieux isoler logement, savoir,Non,,Je n'utilise pas la voiture pour des déplacements quotidiens,,, employeur collectivité etat, negocier, nécessaire pollueur individuel entreprendre collectivité etat responsable participer effort desormais indispensable transition énergétique faire apliquer delai mediterrannee norme anti pollution pays europe nord,Corse
137,VXNlcjoxZTg3ZjVmNy0zMzc5LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NWJhZjE0ODItMzM4MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-75109,yaka faucon,2019-02-18 14:30:29,2019-02-18 14:30:29,,False,,,20000, pollution air, commencer interdire course automobile polluantes quad jetski course moto bateau laisser tourner moteur port miser électrique soucier lobby,Oui, monter eau cyclone,Oui, trier salir acheter voiture polluante acheter emballage recyclables, rendre solaire accessible, généraliser énergie renouvelable solaire photo voltaïque,Oui, solaire,Non,, voiturer électrique petit trajet vélo scooter électriques, falloir engouement voiture propre décision état, pousser électrique prise conscience européen, changer mentalité,Corse
138,VXNlcjoxZjlkZTk5Zi0yNzhiLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZmFiZDFiNGUtMjc5ZC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-47117,Une transition écologique équilibrée,2019-02-03 11:25:08,2019-02-03 11:25:08,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, arrêter opposition stériles pragmatique hiérarchiser problème mettre œuvre solution raisonnables créer injustice,Oui, travail traiter sujet énergie constater changement climatique notamment période sécheresse,Oui, traitement déchet économie énergie contribution métier débattre modestement éclairer proposition solution énergétique, sensibiliser démonstration preuve action individuel collectives donner résultat créer adhésion forte, fiscalité écologique devoir supportable tous; affectation recette devoir lisible terme action claire résultat,Oui, convaincre coporiété pouvoir décider seul falloir adhésion engager dépense importantes notamment isolation,Oui, transports devoir révolutionner cité efficace gain temps ponctualité service,, collectivité locale faire participer entreprise plan mobilité, démontrer efficacité nucléaire associer énergie renouvelables diminution  persuader pays développer commun entreprise domaine recherche investissement réduire fortement importation chiner panneau pv pile, fiscalité écologique devoir absolument traduire action concréter affichage résultat obtenir,Corse
139,VXNlcjoyMDFiM2VhNy0yMDg0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MmI5ZmU2ZTAtMmFhYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx // UHJvcG9zYWw6NzVkNTZjZGMtMmFhOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx // UHJvcG9zYWw6ZTc1MGMzYTMtMmQyZS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx // UHJvcG9zYWw6Y2U0ZjAyZGEtMjA4Ni0xMWU5LTk0ZDItZmExNjNlZWIxMWUx // UHJvcG9zYWw6MDUxNGQxNDgtMmFiMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-56465 // 2-56407 // 2-62082 // 2-56403 // 2-20765,Reboisement pour capter le co2 // Développer le solaire sur les toits des logements // Tva produits importé // fiscalisation des parc auto diesel // Taxe camions qui traverse la France.,2019-02-07 08:24:52 // 2019-01-25 10:51:37 // 2019-02-07 09:11:49 // 2019-02-07 08:29:57 // 2019-02-10 13:25:08,2019-02-07 08:24:52 // 2019-01-25 10:51:37 // 2019-02-07 09:11:49 // 2019-02-07 08:29:57 // 2019-02-10 13:25:08,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse pollution air, supprimer defiscalisation parc auto diesel essence privilégier électrique entreprise etat développer solaire toit imposer  toiture solaire logement individuel  collectif rt  obligatoire ancien offrir offre rachat énergie insitrait particulier copropriétaire louer toiture façade mettre solaire installer panneau solaire,Oui, forte pluie orage violer tempêter forte maladie pollution,Oui, maison  bientôt voiturer electrique tri déchet maison  pouvoir canadien pouvoir consommation énergie aimer faire notement suv electric cher piste cyclable, pister cyclable aider achat vélo électrique falloir piste cyclable golfe ajaccio, aider  acheter vélo électrique offrir constructeur suv électrique prix plafonner  tva negative voiturer elec isolation pomper chaleur panneau solaire pouvoir installer,Non, maison isoler doter vmc doubler flux puits canadien  elec an panneau solaire production énergie,Non, pister cyclable golfe ajaccio construire piste cyclables, vélo vélo|navette maritime, maire ctc région préfet europe etat, vouloir montrer exemple falloir progresser sei produire électricité fuel servir mont vélo voiture électrique, produit venir loin tva devoir élever impacte  importer contraire produit circuit cœur devoir avoir tva voir tva negavite supprimer aide pollueur compenser aide finenciere taxe  inciter changer falloir imposer agriculteur reconstruction haie talus culture aide agricole demander français acheter arbre an plenter jardin association reboisement france permettre absorber  générer idem pollueur falloir stock  reconstituer forêt forêt total engie edf normatrans france idem pollution reste europe pollueur devoir reboiser endroit pollu retirer aide pollueur privilégier coût construction barrage hydrauelectrique falloir taxe  camion traverser france utiliser ferroutage tôt route transporteur passer ferroutage devoir cher route nationaliser ferroutage,Corse
140,VXNlcjoyMDY4MTU5YS0yNjRjLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MmUwZjYyYTYtMjY1OC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-44340,La maison brûle : accélérons la transition écologique,2019-02-01 20:32:58,2019-02-01 20:32:58,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, changer mode consommation consommer mieux durable produit fabriquer renoncer croissance limiter façon soutenable éternellement,Non,,Oui, isoler maison acheter voiture hybrider changer alimentation composter trier déchet privilégier circuit courir aller travail pied, souhaiter pouvoir utiliser vélo risquer faire voler système tatouage puce gps subventionner obligatoire efficace, expertise bilan carbone associer système bonus malus impôt foncier pollueur devoir payer fonction pollution générer fonction revenu,Oui, expertise indépendant domicile,Je n'utilise pas la voiture pour des déplacements quotidiens, lutter efficacement vol vélo, transports commun|le covoiturage|le vélo, municipalité transports commun, lier accord commercial respect norme écologiques européen, écotaxe bon mesurer abandonner erreur tragique lacheté politiquer déni démocratie,Corse
141,VXNlcjoyMDdmYzdmNS0zZDg3LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MGJhNzMyMTctM2Q4ZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-99765,Arrêtons de considérer la nature comme une ressource à partager.,2019-03-03 09:19:20,2019-03-03 09:19:20,,False,,Citoyen / Citoyenne,20000, dégradation générale paysage naturel anthropisation notamment biais tourisme, renoncer considérer nature ressource monde droit admettre pouvoir profiter égalité avoir massivement choix mode vie urbain donner droit commercialiser espace naturel ressource naturel profit masse urbaines,Oui, fréquence intensité croissante phénomène météorologiques,Oui, faire tri déchet consommation responsable faire éviter trop nombreux trajet professionnel avion voiturer, fiscalité dissuasive développement transports public ville progrès communication dématérialiser,,Non,,Non, augmenter maillage transports public trop rares incomplets ville moyenner topographie contraignante habiter, transports commun|le vélo|des trottoir rouler rue présenter fort déclivité, collectivité locale,, nécessité prendre davantage compter différence territoriale question recourir automobile individuel ville moyenner région rurale géographie contraignante pouvoir poser maniérer métropole question développement touristique région rurales dernier devoir devenir parc jeu saisonnier urbains mal nature falloir conserver davantage espace naturel promouvoir développement touristique renoncer massification activité nature dégrader environnement naturel ex montagne canyoning quads ferrata multiplication chemin randonner accessibles grand public,Corse
142,VXNlcjoyMTE1NGQyZC0yYWU0LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MTg2OTM0ZmUtMmFlNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-57334,je fais un reve,2019-02-07 15:38:55,2019-02-07 15:40:06,,False,,Citoyen / Citoyenne,20000, liberalisme economique pousser extreme, illich prix nobel économie organisation economie entiere mieux etre homme obstacle majeur etre,,,,,,,,,,,,,,,Corse
143,VXNlcjoyMWMwZjVkOS0yMjhhLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MjYxNmNhNDUtMjI5MS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-31494,Un plan ambitieux d'ampleur nationale !,2019-01-28 01:10:41,2019-01-28 01:10:41,,False,,Élu / élue et Institution,20000,, etablir plan urgence ampleur nationale réorienter effort sentir légiférer sérieusement atteinte sanitaire agricoles nettoyer sol pesticide pollution taxer lourdement grand entreprise polluantes hypermarché transports donner moyens récupérer argent évasion fiscale  environ permettre mettre placer politiquer formation métier écologie relancer emploi biais falloir projet société projet= espoir,Oui, mode alimentation changer trouver produire qualité pousser saison consommation eau électricité grimper an,Oui, tri sélectif boycott produire forte empreindre carbone, aide financière, aide financière,Oui, aide financière,Non,, transports commun, ministère transition écologique aménagement territoire sembler avoir disparaître, donner exemple grâce plan ambitieux ampleur national financer rétablir justice fiscale prendre argent là là autant gros pollueur souvent grosse entreprendre aider fiscalement arrêter scandale,,Corse
144,VXNlcjoyMjYxNmNlMi0xZTViLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YjgxMjNhZTctMzY5NC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-82822,"""Expérimentation Animale : Demande de l'organisation d'un grand débat national au sein de l'Assemblée Nationale""",2019-02-22 12:26:38,2019-02-22 12:26:38,,False,,Citoyen / Citoyenne,20000, biodiversité disparition espèce, arrêt pollution déforestation chasser genre commercer ivoire commercer illicites genre animal appartenir forêt poumon pesticide empoisonner,Oui, canicule tempêter vent pluie,Oui, utilisation désherber pesticide chimiques respect animal consommation viander industriel, demander chose gros pollueur transports collectif gratuits voiture beaucoup chère, meilleur salaire indemnisation chômage retraiter écologie luxer,Oui, donner moyens,Non,, transports commun|le transport demande, état fournisseur énergie, commencer montrer exemple, souhaiter mise placer commission enquête parlementaire validité modeler animal expérimentation scientifique suivre grand débat assemblée nationale effet modèle animal valider rapport santé humaine contrairement méthode substitutives valider demander également utilisation méthode substitutives expérimentation animal cellule souche déchet biologiques chirurgicaux  épigénétique inversion rapide pourcentage allouer recherche médicale instant  expérimentation animale  seulement recherche substitutive,Corse
145,VXNlcjoyNDRhYzg3MC0xZWYyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6OGY4YjYzNzItMWVmNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-8958,plus de justice dans la transition ecologique,2019-01-23 11:06:33,2019-01-24 12:05:40,,False,,,20000, dérèglement climatiques croire sécheresse, donner citoyen abord nouveau moyens déplacer changer habitude taxer jusqu étrangler,Oui, pollution canicule voir nature souffrir changement climatique,Oui, tri sélectif respect nature jardinage bio, isoler maison travailler diminuer perte énergie maxi chauffer thermodynamique, défiscalisation travail travail,,,Non, manquer énormément pister cyclable sécurité route, vélo|l auto partage|voitures polluantes transport communt régulier pert énormément temps, état région département, seul france arriver falloir pays europe travailler ensemble, falloir temps faire transition écologique vouloir étrangler citoyen parler beaucoup écologie voir jeter nature fossé déchet polluer nature falloir faire cause nationale nettoyer nature citoyen prendre conscience commencer écologie apprendre respect nature préserver,Corse
146,VXNlcjoyNTQ1NTM1Zi0yYjkyLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6OTRiY2I4ZjAtMmI5NC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-58735,Feroutage,2019-02-08 12:27:56,2019-02-08 12:27:56,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, ferroutage,Oui, fort pluie secheresse anormal,Oui, association preserveation naturr,, manquer ressourcer financiered,Non,,Non,, transports commun|developper transports commun, collectivite,, developper barrage developper recherche aotomobiles vehicules fonctionner hydrogene,Corse
147,VXNlcjoyNjgzODgwMC0xZTI3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZjQwNGMwMDEtMzY3YS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx // UHJvcG9zYWw6YTY3N2VjOTctMzY3Yi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-82325 // 2-82340,"annuler le 80km/h la limite d'acceptabilité par ceux qui utilisent régulièrement leur voiture est dépassée. // arrêter l'implantation des éoliennes grande échelle, une catastrophe est au bout, mieux écouter les techniciens et ingénieurs dans cette affaire",2019-02-22 09:22:11 // 2019-02-22 09:27:11,2019-02-22 09:22:11 // 2019-02-22 09:27:11,2019-02-22 09:27:58,False,,Citoyen / Citoyenne,20000, décision politiquer priser surpasser élements technique avis ingénieur répondre, répondre inclure ingénieur processus décision,Non, répondre,Oui, jeter importer importer répondre, économie énergie conduire économie facturer économiser tarif augmenter pouvoir croire edf gdf aller accepter voir fondre ca économiser répondre, répondre bloquer augmentation tarif injustifiées faussement justifier,Oui, répondre capable faire économie financière court terme,Non, mettre placer répondre, répondre, répondre, répondre désobéir foi intérêt national dicte faire ailleurs pays, décision actuelles purement politiquer ignorer complètement aspect conséquence technique courir simplement catastrophe secteur électrique répondre,Corse
148,VXNlcjoyNzNlMmEyMC0yYWQyLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NjY5NTg5ODUtMmFkNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-57062,développer le photovoltaïque,2019-02-07 13:53:43,2019-02-07 13:55:00,,False,,Citoyen / Citoyenne,20000, pollution air, limiter émission  photovoltaïque surface importantes disponible zone industriel imposer système implantation nouveau zoner toiture structure industriel commerciale sembler préférable optimiser surfacer geler terre agricoles grandement besoin surtout bio nécessiter surfacer production donner,Non,,Oui, trier déchet jeter nature problème éducation,,,Non,,Non,,, tarif participatifs principe gratuité  transports public adéquation population zone urbaines,,,Corse
149,VXNlcjoyNzQ0MWU0Yy0xZmMwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YjlhMmExNDMtMWZjNC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-15985,Pour une vraie politique écologique,2019-01-24 11:42:19,2019-01-24 11:44:23,,False,,Citoyen / Citoyenne,20000, ensemble convenir gérer plan aménagement performance, valoriser tri sélectif solution première container intelligents enregistrer poids déchet jeter fiscalité adapter pollueur payeur deuxième généralisation méthanisation anaérobie seule filière traiter ensemble déchet créer richesse electricité chauffage engrais naturel,Oui, épisode météorologiques calamiteux excès chaleur inondation épisode cévenoles violer rapprocher,Oui, déchet ménager rejeter pratiquer régulière tri sélectif résultat poubelle ramasser   mois broyage végétaux plutôt brûlage compost ainsi réaliser servir enrichir terre répandre  an réel résultat observer, fais écologiste faire idéologie, concerner,Non, heure chauffage boire insert bois provenir entretien propriété tard probablement panneau solaire,Non, disposer transport commun adapter, transport demande, devoir gérer niveau intercommunalité echelon proximité adapter rendre service autofinancement, france seule revancher militer véritable politiquer européen adapter tenir compter spécificité pays voire contrée suffire décider grand axe falloir avoir préalable identifier diversité, obligation collectivité passer transports commun électrique gaz hydrogène seulement donner exemple formidable laboratoire expérimentale retour expérience vulgarisation meilleur système transport comprendre individuel privilégier obligation port autonome équiper poster quai électriques navire pouvoir raccorder obligation compagnie maritime utiliser bon fuel passer gaz attendre installation obligation filtrer adéquats épuration plan national consultation municipalité installation libre service borner recharger véhicule électriques trouver compagnie aériennes moyen inciter utilisation kérosène polluer taxation répercussion coût billet,Corse
150,VXNlcjoyYjg0ODAwNC0xZmU3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NTNlNGVlYTgtMWZmMi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-17874,Peur sur....,2019-01-24 17:08:46,2019-01-24 17:08:46,,False,,Citoyen / Citoyenne,20000,,,,,,,,,,,,,,,, favoriser énergie renouvelables éolien terrestre marin hydraulique step retenir collinaires photovoltaïque détriment epr utiliser crédit démantèlement vieux centrale protéger piscine refroidissement déchet enceinte nucléaire cesser empoisonner corse fioul lourd navire commercer croisière centrale thermique produire électricité,Corse
