Case #1
49 41
38 49
50 38
37 50
48 37
33 48
48 33
35 48
46 35
40 46
47 40
39 47
42 39
39 42
41 39
44 41
40 44
39 40
39 39
39 39
43 39
38 43
49 38
34 49
50 34
32 50
50 32
30 50
50 30
23 50
50 23
31 50
49 31
36 49
47 36
37 47
40 37
38 40
39 38
45 39
34 45
45 34
30 45
41 30
34 41
47 34
31 47
49 31
28 49
45 28
28 45
49 28
32 49
46 32
36 46
36 36
39 36
34 39
42 34
32 42
42 32
32 42
46 32
31 46
46 31
31 46
47 31
27 47
49 27
22 49
49 22
26 49
47 26
33 47
44 33
28 44
48 28
13 48
48 13
21 48
50 21
15 50
50 15
19 50
49 19
18 49
49 18
17 49
49 17
29 49
42 29
27 42
44 27
33 44
43 33
35 43
40 35
33 40
40 33
32 40
39 32
32 39
43 32
24 43
43 24
23 43
45 23
22 45
47 22
25 47
46 25
15 46
49 15
12 49
49 12
11 49
48 11
10 48
49 10
20 49
45 20
21 45
47 21
19 47
45 19
25 45
44 25
31 44
40 31
30 40
39 30
30 39
39 30
37 39
35 37
36 35
38 36
34 38
38 34
29 38
41 29
25 41
44 25
28 44
39 28
31 39
37 31
30 37
40 30
25 40
39 25
28 39
37 28
33 37
36 33
29 36
36 29
31 36
35 31
33 35
31 33
29 31
35 29
28 35
36 28
25 36
41 25
26 41
37 26
27 37
35 27
28 35
38 28
32 38
34 32
25 34
44 25
20 44
43 20
20 43
43 20
22 43
38 22
22 38
40 22
24 40
33 24
24 33
34 24
32 34
25 32
32 25
24 32
41 24
20 41
41 20
19 41
47 19
17 47
45 17
17 45
44 17
12 44
47 12
13 47
46 13
16 46
43 16
16 43
41 16
16 41
43 16
21 43
42 21
17 42
39 17
16 39
45 16
13 45
46 13
11 46
50 11
7 50
49 7
8 49
42 8
12 42
45 12
15 45
41 15
12 41
45 12
11 45
45 11
10 45
47 10
9 47
47 9
5 47
47 5
6 47
50 6
3 50
49 3
1 49
50 1
4 50
47 4
6 47
48 6
18 48
38 18
16 38
40 16
14 40
43 14
13 43
40 13
12 40
40 12
15 40
38 15
15 38
38 15
19 38
36 19
16 36
36 16
23 36
34 23
28 34
31 28
27 31
31 27
30 31
30 30
28 30
30 28
27 30
35 27
20 35
37 20
15 37
36 15
15 36
39 15
14 39
37 14
14 37
39 14
13 39
43 13
10 43
40 10
10 40
39 10
11 39
38 11
10 38
39 10
12 39
37 12
18 37
33 18
19 33
35 19
13 35
36 13
11 36
41 11
8 41
40 8
8 40
41 8
7 41
40 7
8 40
45 8
5 45
46 5
3 46
45 3
5 45
48 5
1 48
50 1
2 50
44 2
6 44
41 6
3 41
45 3
5 45
43 5
9 43
38 9
8 38
36 8
22 36
32 22
20 32
34 20
26 34
29 26
23 29
29 23
25 29
25 25
27 25
24 27
25 24
31 25
20 31
32 20
16 32
32 16
19 32
34 19
15 34
34 15
13 34
32 13
18 32
31 18
20 31
30 20
17 30
33 17
11 33
35 11
10 35
37 10
9 37
39 9
21 39
29 21
23 29
27 23
28 27
26 28
22 26
25 22
24 25
23 24
23 23
28 23
19 28
28 19
21 28
29 21
17 29
28 17
16 28
28 16
14 28
28 14
19 28
27 19
21 27
24 21
22 24
22 22
20 22
25 20
19 25
20 19
19 20
22 19
21 22
21 21
26 21
14 26
25 14
14 25
28 14
15 28
29 15
11 29
32 11
12 32
34 12
9 34
34 9
9 34
32 9
13 32
25 13
13 25
28 13
15 28
31 15
12 31
25 12
17 25
27 17
16 27
30 16
8 30
39 8
7 39
42 7
5 42
38 5
6 38
36 6
7 36
34 7
6 34
30 6
6 30
32 6
10 32
31 10
9 31
33 9
7 33
40 7
3 40
41 3
2 41
40 2
4 40
33 4
3 33
37 3
5 37
38 5
2 38
45 2
1 45
43 1
1 43
41 1
1 41
36 1
5 36
34 5
2 34
33 2
3 33
31 3
7 31
28 7
10 28
26 10
11 26
25 11
18 25
22 18
17 22
21 17
18 21
19 18
23 19
16 23
23 16
12 23
23 12
16 23
24 16
15 24
22 15
16 22
19 16
16 19
19 16
18 19
16 18
16 16
16 16
20 16
17 20
21 17
15 21
21 15
13 21
22 13
14 22
24 14
10 24
20 10
15 20
17 15
15 17
18 15
13 18
17 13
14 17
14 14
15 14
13 15
14 13
13 14
13 13
15 13
16 15
10 16
25 10
11 25
22 11
12 22
27 12
7 27
28 7
9 28
29 9
5 29
30 5
8 30
35 8
1 35
34 1
1 34
30 1
3 30
32 3
4 32
27 4
5 27
23 5
6 23
28 6
3 28
27 3
1 27
28 1
8 28
24 8
9 24
21 9
9 21
22 9
7 22
21 7
5 21
22 5
8 22
20 8
9 20
26 9
3 26
24 3
4 24
22 4
11 22
17 11
5 17
20 5
4 20
23 4
3 23
22 3
3 22
32 3
2 32
31 2
2 31
26 2
2 26
24 2
2 24
25 2
1 25
23 1
2 23
21 2
3 21
20 3
3 20
20 3
2 20
22 2
12 22
19 12
9 19
19 9
9 19
15 9
10 15
18 10
7 18
18 7
8 18
15 8
5 15
17 5
7 17
19 7
6 19
18 6
4 18
17 4
4 17
19 4
3 19
19 3
3 19
18 3
3 18
18 3
2 18
17 2
2 17
19 2
1 19
15 1
9 15
13 9
4 13
13 4
12 13
10 12
14 10
11 14
11 11
10 11
10 10
12 10
9 12
9 9
8 9
16 8
7 16
9 7
11 9
6 11
10 6
14 10
5 14
11 5
5 11
8 5
5 8
9 5
6 9
5 6
5 5
5 5
7 5
12 7
4 12
14 4
1 14
16 1
3 16
10 3
4 10
9 4
4 9
9 4
3 9
7 3
3 7
10 3
2 10
9 2
2 9
7 2
4 7
6 4
3 6
5 3
2 5
5 2
4 5
3 4
4 3
13 4
1 13
12 1
1 12
5 1
8 5

Case #34
47 39
46 47
50 46
50 50
49 50
50 49
43 50
49 43
46 49
47 46
43 47
47 43
46 47
46 46
43 46
49 43
45 49
48 45
42 48
50 42
40 50
47 40
40 47
43 40
42 43
42 42
40 42
47 40
41 47
49 41
35 49
50 35
36 50
46 36
34 46
49 34
33 49
50 33
38 50
45 38
44 45
33 44
46 33
32 46
44 32
39 44
43 39
39 43
39 39
38 39
42 38
36 42
42 36
33 42
49 33
27 49
50 27
23 50
50 23
30 50
46 30
35 46
43 35
35 43
43 35
30 43
45 30
27 45
48 27
26 48
48 26
37 48
39 37
36 39
39 36
36 39
40 36
41 40
34 41
39 34
33 39
38 33
37 38
34 37
37 34
36 37
34 36
36 34
33 36
35 33
47 35
23 47
47 23
26 47
49 26
25 49
46 25
25 46
45 25
25 45
48 25
24 48
49 24
22 49
47 22
22 47
46 22
24 46
48 24
31 48
44 31
32 44
42 32
30 42
42 30
30 42
42 30
32 42
39 32
32 39
41 32
30 41
43 30
27 43
44 27
23 44
50 23
20 50
49 20
17 49
50 17
14 50
50 14
18 50
46 18
17 46
49 17
21 49
47 21
29 47
42 29
26 42
43 26
22 43
43 22
24 43
42 24
23 42
42 23
23 42
42 23
31 42
39 31
30 39
40 30
29 40
41 29
27 41
38 27
23 38
48 23
19 48
47 19
15 47
49 15
13 49
49 13
28 49
39 28
32 39
36 32
32 36
36 32
30 36
35 30
28 35
39 28
29 39
32 29
28 32
36 28
27 36
35 27
34 35
31 34
34 31
33 34
33 33
37 33
23 37
40 23
22 40
40 22
24 40
35 24
30 35
33 30
27 33
39 27
26 39
39 26
22 39
43 22
15 43
43 15
17 43
46 17
21 46
45 21
21 45
41 21
20 41
45 20
18 45
38 18
26 38
33 26
26 33
36 26
23 36
35 23
21 35
44 21
13 44
44 13
13 44
50 13
8 50
50 8
11 50
49 11
14 49
43 14
13 43
48 13
7 48
48 7
12 48
43 12
14 43
46 14
9 46
49 9
10 49
43 10
19 43
40 19
19 40
39 19
22 39
42 22
25 42
34 25
25 34
33 25
26 33
29 26
27 29
32 27
24 32
29 24
28 29
27 28
24 27
32 24
25 32
34 25
23 34
33 23
22 33
36 22
18 36
42 18
13 42
42 13
14 42
39 14
14 39
40 14
13 40
42 13
12 42
40 12
20 40
35 20
21 35
33 21
30 33
30 30
22 30
29 22
26 29
22 26
26 22
23 26
23 23
24 23
22 24
32 22
21 32
32 21
17 32
29 17
20 29
24 20
28 24
21 28
26 21
21 26
34 21
14 34
36 14
12 36
33 12
14 33
32 14
14 32
38 14
13 38
45 13
9 45
46 9
7 46
49 7
8 49
50 8
6 50
44 6
11 44
42 11
11 42
40 11
15 40
29 15
31 29
25 31
14 25
39 14
11 39
47 11
8 47
42 8
8 42
42 8
7 42
42 7
10 42
40 10
7 40
43 7
9 43
39 9
10 39
36 10
13 36
35 13
13 35
34 13
10 34
35 10
7 35
42 7
8 42
47 8
5 47
48 5
2 48
47 2
4 47
50 4
16 50
30 16
13 30
25 13
13 25
25 13
15 25
24 15
21 24
23 21
22 23
31 22
10 31
38 10
9 38
39 9
6 39
45 6
2 45
44 2
2 44
44 2
1 44
47 1
4 47
46 4
4 46
39 4
4 39
43 4
2 43
43 2
5 43
40 5
5 40
42 5
2 42
40 2
2 40
40 2
1 40
49 1
3 49
46 3
3 46
41 3
8 41
38 8
19 38
23 19
21 23
21 21
19 21
21 19
18 21
22 18
20 22
19 20
19 19
23 19
27 23
17 27
23 17
13 23
30 13
12 30
32 12
11 32
30 11
12 30
27 12
12 27
25 12
12 25
25 12
14 25
24 14
14 24
24 14
12 24
33 12
5 33
35 5
8 35
37 8
6 37
36 6
4 36
38 4
1 38
40 1
3 40
35 3
8 35
31 8
10 31
30 10
10 30
34 10
4 34
32 4
4 32
33 4
9 33
30 9
10 30
25 10
10 25
23 10
13 23
22 13
14 22
28 14
8 28
30 8
9 30
27 9
16 27
19 16
18 19
20 18
13 20
21 13
12 21
19 12
13 19
18 13
17 18
17 17
17 17
13 17
20 13
14 20
14 14
13 14
14 13
13 14
13 13
22 13
10 22
24 10
4 24
27 4
6 27
37 6
2 37
33 2
7 33
31 7
3 31
30 3
2 30
28 2
2 28
30 2
1 30
28 1
8 28
29 8
7 29
29 7
3 29
27 3
2 27
25 2
8 25
22 8
9 22
18 9
8 18
21 8
7 21
23 7
5 23
23 5
11 23
14 11
26 14
6 26
19 6
6 19
26 6
3 26
24 3
2 24
21 2
3 21
19 3
4 19
18 4
12 18
17 12
8 17
22 8
1 22
18 1
2 18
23 2
15 23
12 15
12 12
13 12
16 13
2 16
16 2
8 16
12 8
9 12
9 9
14 9
5 14
20 5
7 20
13 7
3 13
17 3
10 17
10 10
8 10
10 8
15 10
1 15
18 1
6 18
10 6
4 10
14 4
1 14
13 1
3 13
10 3
6 10
11 6
2 11
10 2
8 10
9 8
7 9
8 7
6 8
6 6
6 6
8 6
7 8
7 7
4 7
8 4
3 8
6 3
3 6
8 3
2 8
5 2
3 5
4 3
2 4
1 2
3 1
39 3

Case #35
48 34
33 48
47 33
9 47
47 9
32 47
45 32
44 45
30 44
48 30
31 48
42 31
46 42
39 46
46 39
20 46
33 20
39 33
29 39
27 29
29 27
10 29
44 10
22 44
45 22
16 45
48 16
26 48
39 26
19 39
39 19
40 39
38 40
25 38
43 25
13 43
48 13
17 48
36 17
25 36
32 25
11 32
39 11
26 39
40 26
37 40
24 37
37 24
5 37
32 5
9 32
29 9
21 29
25 21
40 25
13 40
48 13
28 48
31 28
2 31
29 2
8 29
47 8
6 47
45 6
23 45
28 23
20 28
20 20
38 20
34 38
22 34
18 22
33 18
16 33
38 16
19 38
24 19
19 24
26 19
23 26
16 23
20 16
18 20
19 18
16 19
19 16
8 19
48 8
1 48
44 1
1 44
40 1
6 40
43 6
14 43
23 14
11 23
25 11
9 25
30 9
1 30
29 1
27 29
6 27
19 6
28 19
2 28
28 2
4 28
19 4
6 19
14 6
16 14
11 16
2 11
6 2
15 6
9 15
23 9
1 23
14 1
8 14
9 8
22 9
7 22
25 7
21 25
10 21
16 10
13 16
10 13
34 10

Case #36
some beads may be lost

Case #37
some beads may be lost

Case #38
some beads may be lost

Case #39
some beads may be lost

Case #40
some beads may be lost

Case #41
some beads may be lost

Case #42
some beads may be lost

Case #43
some beads may be lost

Case #44
some beads may be lost

Case #45
some beads may be lost

Case #46
some beads may be lost

Case #47
some beads may be lost

Case #48
some beads may be lost

Case #49
some beads may be lost

Case #50
some beads may be lost

Case #51
some beads may be lost

Case #52
some beads may be lost

Case #53
50 35
49 50
49 49
42 49
49 42
48 49
50 48
47 50
50 47
45 50
50 45
45 50
45 45
45 45
48 45
42 48
50 42
44 50
47 44
43 47
47 43
42 47
47 42
40 47
49 40
39 49
48 39
39 48
48 39
39 48
48 39
37 48
47 37
37 47
47 37
36 47
49 36
30 49
49 30
33 49
48 33
41 48
50 41
46 50
44 46
43 44
46 43
40 46
46 40
42 46
44 42
45 44
33 45
47 33
38 47
46 38
37 46
46 37
37 46
46 37
36 46
44 36
42 44
43 42
42 43
42 42
42 42
43 42
40 43
43 40
41 43
42 41
40 42
42 40
39 42
42 39
39 42
39 39
43 39
37 43
42 37
37 42
50 37
27 50
49 27
23 49
49 23
26 49
50 26
29 50
47 29
34 47
42 34
36 42
39 36
36 39
41 36
34 41
42 34
33 42
41 33
33 41
42 33
37 42
40 37
33 40
46 33
32 46
44 32
31 44
44 31
35 44
39 35
35 39
39 35
35 39
37 35
35 37
39 35
34 39
39 34
33 39
45 33
30 45
46 30
29 46
44 29
31 44
41 31
32 41
40 32
31 40
39 31
32 39
42 32
38 42
33 38
43 33
29 43
48 29
27 48
41 27
30 41
38 30
34 38
36 34
32 36
34 32
35 34
30 35
42 30
29 42
39 29
29 39
44 29
24 44
46 24
22 46
49 22
21 49
48 21
20 48
48 20
23 48
50 23
19 50
48 19
20 48
49 20
18 49
49 18
17 49
46 17
18 46
50 18
25 50
42 25
24 42
44 24
23 44
44 23
17 44
49 17
16 49
50 16
14 50
50 14
12 50
50 12
28 50
38 28
33 38
32 33
32 32
37 32
29 37
37 29
28 37
37 28
31 37
36 31
31 36
33 31
31 33
36 31
29 36
33 29
29 33
40 29
21 40
43 21
26 43
41 26
26 41
39 26
24 39
42 24
25 42
34 25
24 34
42 24
23 42
47 23
16 47
47 16
20 47
40 20
20 40
43 20
22 43
45 22
19 45
45 19
18 45
43 18
18 43
40 18
23 40
41 23
22 41
41 22
22 41
39 22
18 39
48 18
13 48
47 13
13 47
48 13
14 48
46 14
16 46
45 16
13 45
49 13
15 49
40 15
23 40
42 23
16 42
44 16
17 44
39 17
18 39
41 18
27 41
33 27
31 33
32 31
29 32
32 29
29 32
36 29
28 36
32 28
28 32
36 28
26 36
35 26
22 35
33 22
25 33
36 25
19 36
37 19
18 37
36 18
18 36
36 18
21 36
35 21
18 35
31 18
29 31
21 29
33 21
27 33
24 27
28 24
21 28
29 21
20 29
29 20
20 29
27 20
30 27
25 30
24 25
25 24
22 25
22 22
25 22
24 25
38 24
15 38
42 15
16 42
43 16
12 43
48 12
11 48
49 11
10 49
48 10
7 48
48 7
9 48
50 9
8 50
45 8
13 45
46 13
14 46
42 14
14 42
38 14
14 38
44 14
13 44
47 13
7 47
50 7
5 50
49 5
5 49
47 5
5 47
46 5
5 46
46 5
3 46
47 3
6 47
45 6
8 45
42 8
8 42
42 8
3 42
42 3
6 42
45 6
5 45
45 5
11 45
44 11
1 44
44 1
4 44
48 4
2 48
46 2
2 46
42 2
2 42
45 2
10 45
43 10
12 43
38 12
13 38
39 13
17 39
36 17
13 36
41 13
10 41
40 10
10 40
43 10
4 43
43 4
4 43
43 4
11 43
39 11
16 39
35 16
17 35
37 17
23 37
34 23
26 34
32 26
26 32
20 26
33 20
23 33
34 23
19 34
34 19
17 34
34 17
16 34
34 16
14 34
37 14
10 37
41 10
5 41
41 5
3 41
43 3
1 43
43 1
9 43
39 9
8 39
40 8
7 40
39 7
11 39
36 11
10 36
36 10
7 36
40 7
1 40
40 1
2 40
41 2
5 41
36 5
9 36
35 9
5 35
38 5
6 38
37 6
15 37
33 15
14 33
33 14
19 33
30 19
19 30
27 19
19 27
26 19
21 26
28 21
18 28
30 18
17 30
27 17
17 27
25 17
20 25
29 20
23 29
32 23
15 32
30 15
15 30
32 15
16 32
29 16
13 29
34 13
12 34
33 12
14 33
31 14
14 31
30 14
12 30
29 12
14 29
27 14
16 27
25 16
21 25
22 21
23 22
24 23
18 24
23 18
19 23
21 19
18 21
21 18
16 21
25 16
14 25
25 14
14 25
26 14
12 26
34 12
10 34
34 10
11 34
33 11
11 33
33 11
10 33
33 10
11 33
30 11
15 30
24 15
17 24
23 17
14 23
24 14
20 24
20 20
22 20
15 22
20 15
14 20
20 14
16 20
28 16
11 28
32 11
10 32
34 10
6 34
34 6
6 34
37 6
8 37
30 8
10 30
32 10
7 32
33 7
6 33
30 6
10 30
29 10
7 29
29 7
13 29
24 13
12 24
27 12
11 27
28 11
7 28
39 7
3 39
37 3
2 37
37 2
2 37
34 2
2 34
35 2
5 35
33 5
4 33
36 4
3 36
32 3
3 32
33 3
1 33
33 1
5 33
30 5
6 30
29 6
6 29
26 6
6 26
27 6
5 27
29 5
9 29
31 9
4 31
26 4
11 26
25 11
4 25
27 4
3 27
27 3
9 27
23 9
12 23
24 12
13 24
20 13
11 20
19 11
16 19
18 16
14 18
22 14
12 22
14 12
16 14
13 16
21 13
9 21
20 9
9 20
18 9
9 18
18 9
11 18
22 11
6 22
21 6
3 21
26 3
7 26
24 7
1 24
32 1
2 32
27 2
5 27
29 5
8 29
23 8
10 23
19 10
15 19
15 15
13 15
13 13
11 13
14 11
12 14
15 12
10 15
16 10
17 16
9 17
20 9
8 20
23 8
7 23
19 7
8 19
18 8
7 18
17 7
9 17
14 9
10 14
16 10
7 16
20 7
3 20
21 3
2 21
26 2
5 26
23 5
4 23
17 4
4 17
19 4
3 19
19 3
3 19
22 3
1 22
20 1
2 20
17 2
6 17
16 6
4 16
18 4
3 18
18 3
1 18
16 1
4 16
23 4
5 23
14 5
10 14
15 10
8 15
13 8
10 13
12 10
11 12
11 11
9 11
11 9
6 11
11 6
8 11
8 8
15 8
2 15
15 2
4 15
14 4
7 14
12 7
4 12
12 4
4 12
14 4
3 14
14 3
1 14
12 1
7 12
7 7
7 7
10 7
5 10
11 5
4 11
10 4
4 10
4 4
9 4
6 9
13 6
3 13
13 3
3 13
10 3
3 10
9 3
5 9
8 5
3 8
13 3
2 13
8 2
6 8
6 6
6 6
3 6
11 3
1 11
10 1
1 10
9 1
1 9
8 1
1 8
8 1
5 8
7 5
5 7
3 5
4 3
1 4
3 1
5 3
2 5
1 2
35 1

Case #54
49 32
50 49
49 50
47 49
50 47
43 50
50 43
44 50
47 44
44 47
49 44
41 49
49 41
46 49
40 46
49 40
43 49
42 43
50 42
45 50
40 45
50 40
36 50
50 36
29 50
50 29
38 50
44 38
39 44
48 39
48 48
41 48
43 41
37 43
48 37
36 48
44 36
36 44
44 36
38 44
46 38
34 46
44 34
40 44
41 40
42 41
36 42
36 36
42 36
37 42
41 37
38 41
47 38
32 47
46 32
32 46
48 32
30 48
46 30
30 46
48 30
31 48
45 31
33 45
44 33
31 44
45 31
30 45
45 30
27 45
47 27
29 47
49 29
26 49
49 26
35 49
42 35
35 42
43 35
33 43
43 33
30 43
46 30
32 46
42 32
33 42
36 33
38 36
34 38
41 34
35 41
40 35
27 40
45 27
29 45
50 29
28 50
48 28
25 48
49 25
22 49
49 22
21 49
47 21
25 47
46 25
21 46
46 21
20 46
47 20
24 47
45 24
21 45
45 21
26 45
50 26
23 50
50 23
18 50
50 18
19 50
46 19
19 46
45 19
19 45
47 19
28 47
42 28
30 42
36 30
32 36
34 32
30 34
43 30
31 43
38 31
29 38
36 29
29 36
38 29
31 38
41 31
23 41
38 23
28 38
43 28
25 43
44 25
26 44
40 26
26 40
42 26
25 42
40 25
25 40
43 25
24 43
48 24
15 48
48 15
14 48
48 14
22 48
41 22
24 41
39 24
19 39
49 19
17 49
47 17
15 47
49 15
10 49
49 10
7 49
49 7
13 49
48 13
9 48
47 9
9 47
47 9
18 47
46 18
18 46
46 18
17 46
46 17
14 46
46 14
15 46
50 15
12 50
46 12
17 46
45 17
11 45
46 11
9 46
45 9
9 45
45 9
15 45
39 15
35 39
35 35
29 35
34 29
29 34
35 29
28 35
34 28
30 34
33 30
31 33
31 31
31 31
28 31
36 28
26 36
35 26
37 35
25 37
36 25
24 36
37 24
23 37
44 23
18 44
41 18
20 41
37 20
22 37
36 22
24 36
34 24
24 34
31 24
24 31
31 24
24 31
29 24
33 29
26 33
32 26
25 32
33 25
22 33
33 22
22 33
32 22
22 32
34 22
23 34
42 23
17 42
44 17
8 44
48 8
6 48
49 6
5 49
48 5
5 48
49 5
4 49
47 4
6 47
45 6
7 45
46 7
4 46
48 4
16 48
42 16
14 42
41 14
17 41
43 17
10 43
42 10
12 42
39 12
14 39
41 14
10 41
43 10
8 43
42 8
8 42
44 8
6 44
41 6
11 41
39 11
17 39
38 17
19 38
37 19
20 37
31 20
30 31
26 30
30 26
26 30
30 26
23 30
27 23
24 27
35 24
19 35
35 19
19 35
33 19
19 33
37 19
15 37
38 15
16 38
34 16
21 34
36 21
18 36
36 18
14 36
40 14
10 40
40 10
6 40
44 6
7 44
43 7
5 43
45 5
4 45
43 4
4 43
46 4
13 46
37 13
12 37
36 12
12 36
36 12
12 36
50 12
3 50
50 3
1 50
49 1
3 49
48 3
3 48
44 3
2 44
44 2
9 44
39 9
8 39
39 8
11 39
38 11
11 38
38 11
17 38
33 17
19 33
32 19
18 32
31 18
16 31
33 16
17 33
32 17
22 32
27 22
23 27
30 23
25 30
25 25
26 25
23 26
25 23
22 25
29 22
18 29
29 18
21 29
26 21
21 26
21 21
25 21
24 25
28 24
18 28
28 18
19 28
26 19
18 26
26 18
18 26
25 18
20 25
24 20
23 24
23 23
18 23
27 18
14 27
31 14
17 31
35 17
12 35
36 12
8 36
42 8
7 42
39 7
7 39
42 7
5 42
42 5
2 42
42 2
2 42
43 2
3 43
46 3
1 46
44 1
1 44
42 1
4 42
39 4
5 39
41 5
2 41
39 2
7 39
36 7
7 36
36 7
6 36
36 6
6 36
38 6
3 38
38 3
5 38
37 5
4 37
36 4
9 36
35 9
13 35
33 13
15 33
29 15
16 29
25 16
16 25
32 16
13 32
31 13
12 31
31 12
17 31
24 17
17 24
23 17
18 23
28 18
15 28
24 15
20 24
18 20
20 18
15 20
23 15
14 23
25 14
22 25
16 22
22 16
14 22
23 14
19 23
18 19
18 18
19 18
21 19
16 21
19 16
15 19
30 15
12 30
33 12
6 33
33 6
5 33
40 5
1 40
40 1
1 40
38 1
1 38
38 1
3 38
36 3
1 36
36 1
4 36
37 4
10 37
29 10
13 29
34 13
9 34
31 9
9 31
32 9
11 32
30 11
12 30
27 12
13 27
28 13
9 28
28 9
11 28
30 11
8 30
29 8
8 29
31 8
6 31
35 6
1 35
34 1
3 34
33 3
2 33
33 2
5 33
31 5
2 31
33 2
7 33
30 7
7 30
30 7
5 30
28 5
10 28
26 10
13 26
24 13
13 24
21 13
14 21
20 14
13 20
19 13
13 19
20 13
14 20
23 14
11 23
25 11
9 25
26 9
12 26
22 12
12 22
20 12
12 20
20 12
17 20
14 17
18 14
13 18
19 13
11 19
20 11
12 20
18 12
11 18
22 11
9 22
25 9
8 25
25 8
7 25
24 7
8 24
22 8
9 22
23 9
7 23
22 7
8 22
32 8
4 32
32 4
1 32
32 1
4 32
28 4
2 28
30 2
1 30
31 1
3 31
29 3
3 29
26 3
3 26
27 3
6 27
24 6
6 24
22 6
7 22
20 7
8 20
19 8
9 19
21 9
5 21
22 5
6 22
23 6
10 23
18 10
10 18
18 10
8 18
18 8
13 18
17 13
12 17
12 12
17 12
7 17
17 7
13 17
15 13
14 15
11 14
14 11
11 14
14 11
13 14
13 13
13 13
11 13
14 11
10 14
16 10
7 16
18 7
5 18
22 5
6 22
24 6
4 24
23 4
4 23
23 4
4 23
25 4
2 25
29 2
1 29
27 1
1 27
25 1
1 25
25 1
3 25
23 3
2 23
22 2
2 22
22 2
6 22
19 6
6 19
14 6
6 14
20 6
4 20
17 4
4 17
24 4
1 24
23 1
3 23
19 3
3 19
17 3
9 17
15 9
5 15
15 5
8 15
13 8
10 13
12 10
11 12
11 11
8 11
11 8
9 11
12 9
4 12
12 4
6 12
13 6
5 13
14 5
3 14
20 3
2 20
22 2
1 22
19 1
2 19
15 2
2 15
12 2
5 12
13 5
3 13
17 3
1 17
14 1
1 14
14 1
1 14
15 1
7 15
11 7
6 11
10 6
7 10
9 7
8 9
6 8
7 6
6 7
8 6
2 8
8 2
1 8
9 1
3 9
6 3
7 6
2 7
6 2
4 6
2 4
4 2
2 4
5 2
3 5
3 3
1 3
32 1

Case #55
some beads may be lost

Case #56
some beads may be lost

Case #57
49 43
50 49
50 50
47 50
49 47
48 49
46 48
48 46
47 48
47 47
45 47
49 45
41 49
48 41
40 48
48 40
43 48
46 43
45 46
50 45
44 50
50 44
35 50
50 35
37 50
47 37
42 47
42 42
44 42
40 44
49 40
39 49
46 39
45 46
43 45
43 43
39 43
48 39
38 48
46 38
37 46
46 37
37 46
46 37
41 46
39 41
44 39
37 44
47 37
33 47
50 33
31 50
50 31
30 50
50 30
35 50
49 35
34 49
49 34
31 49
49 31
36 49
46 36
38 46
43 38
40 43
45 40
36 45
48 36
35 48
46 35
32 46
47 32
30 47
50 30
29 50
47 29
34 47
45 34
33 45
45 33
29 45
47 29
28 47
46 28
35 46
43 35
40 43
42 40
37 42
41 37
38 41
40 38
39 40
38 39
40 38
37 40
40 37
37 40
41 37
35 41
44 35
34 44
38 34
34 38
44 34
31 44
43 31
31 43
48 31
27 48
49 27
24 49
50 24
25 50
48 25
24 48
48 24
24 48
48 24
23 48
48 23
24 48
50 24
26 50
47 26
25 47
47 25
24 47
47 24
21 47
47 21
20 47
49 20
19 49
48 19
19 48
47 19
19 47
47 19
27 47
46 27
27 46
45 27
36 45
39 36
37 39
42 37
31 42
42 31
31 42
43 31
30 43
44 30
27 44
43 27
27 43
45 27
25 45
46 25
26 46
44 26
33 44
40 33
33 40
40 33
31 40
40 31
33 40
41 33
30 41
40 30
35 40
39 35
36 39
37 36
31 37
37 31
35 37
36 35
31 36
39 31
33 39
38 33
30 38
42 30
27 42
43 27
28 43
41 28
29 41
37 29
29 37
37 29
29 37
38 29
28 38
39 28
27 39
38 27
27 38
38 27
28 38
41 28
25 41
41 25
25 41
44 25
24 44
45 24
23 45
44 23
23 44
43 23
26 43
37 26
26 37
38 26
34 38
35 34
34 35
33 34
33 33
33 33
33 33
31 33
33 31
35 33
29 35
35 29
26 35
35 26
29 35
36 29
28 36
36 28
30 36
40 30
32 40
29 32
31 29
29 31
33 29
27 33
34 27
26 34
39 26
25 39
46 25
20 46
46 20
20 46
45 20
19 45
46 19
21 46
44 21
21 44
43 21
24 43
42 24
24 42
38 24
24 38
38 24
21 38
38 21
22 38
41 22
23 41
37 23
22 37
41 22
19 41
38 19
25 38
36 25
22 36
50 22
15 50
50 15
17 50
49 17
18 49
48 18
18 48
43 18
18 43
44 18
20 44
42 20
18 42
47 18
16 47
46 16
16 46
49 16
17 49
38 17
19 38
45 19
15 45
44 15
15 44
49 15
11 49
49 11
14 49
48 14
14 48
47 14
12 47
48 12
9 48
49 9
10 49
47 10
9 47
47 9
8 47
48 8
5 48
48 5
13 48
46 13
14 46
50 14
7 50
47 7
12 47
43 12
15 43
41 15
15 41
41 15
20 41
40 20
20 40
36 20
25 36
35 25
25 35
34 25
28 34
32 28
27 32
31 27
25 31
31 25
27 31
32 27
26 32
33 26
24 33
32 24
24 32
33 24
30 33
29 30
30 29
29 30
29 29
25 29
30 25
28 30
28 28
28 28
28 28
25 28
31 25
24 31
34 24
22 34
35 22
21 35
34 21
21 34
37 21
19 37
36 19
23 36
31 23
23 31
30 23
23 30
30 23
24 30
29 24
27 29
26 27
25 26
25 25
23 25
39 23
15 39
39 15
15 39
45 15
10 45
45 10
13 45
44 13
13 44
